Step Time : 7.81s GPU utilization: 1.5MODEL_TFLOP/s/GPU [2026-03-31 22:20:03] iteration        1/     100 | consumed samples:            1 | elapsed time per iteration (ms): 7810.5 | learning rate: 2.999334E-04 | global batch size:     1 | lm loss: 1.275055E+01 | loss scale: 1.0 | grad norm: 90.097 | number of skipped iterations:   0 | number of nan iterations:   0 |[Rank 3] (after 1 iterations) memory (GB) | mem-allocated-gigabytes: 18.723 | mem-active-gigabytes: 18.723 | mem-inactive-gigabytes: 0.0 | mem-reserved-gigabytes: 19.046 | mem-max-allocated-gigabytes: 18.723 | mem-max-active-gigabytes: 18.723 | mem-max-inactive-gigabytes: 0.0 | mem-max-reserved-gigabytes: 19.046 | mem-alloc-retires: 0 | mem-allocated-count: 891[Rank 2] (after 1 iterations) memory (GB) | mem-allocated-gigabytes: 18.723 | mem-active-gigabytes: 18.723 | mem-inactive-gigabytes: 0.0 | mem-reserved-gigabytes: 19.046 | mem-max-allocated-gigabytes: 18.723 | mem-max-active-gigabytes: 18.723 | mem-max-inactive-gigabytes: 0.0 | mem-max-reserved-gigabytes: 19.046 | mem-alloc-retires: 0 | mem-allocated-count: 891
 [2026-03-31 22:20:04] iteration        2/     100 | consumed samples:            2 | elapsed time per iteration (ms): 856.7 | learning rate: 2.997336E-04 | global batch size:     1 | lm loss: 1.078372E+01 | loss scale: 1.0 | grad norm: 70.451 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 22:20:50] iteration       91/     100 | consumed samples:           91 | elapsed time per iteration (ms): 516.0 | learning rate: 3.536035E-05 | global batch size:     1 | lm loss: 6.981086E+00 | loss scale: 1.0 | grad norm: 0.853 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 22:20:51] iteration       92/     100 | consumed samples:           92 | elapsed time per iteration (ms): 515.0 | learning rate: 3.424127E-05 | global batch size:     1 | lm loss: 7.081794E+00 | loss scale: 1.0 | grad norm: 0.755 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 22:20:51] iteration       93/     100 | consumed samples:           93 | elapsed time per iteration (ms): 518.1 | learning rate: 3.325124E-05 | global batch size:     1 | lm loss: 7.760825E+00 | loss scale: 1.0 | grad norm: 1.578 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 22:20:52] iteration       94/     100 | consumed samples:           94 | elapsed time per iteration (ms): 514.0 | learning rate: 3.239122E-05 | global batch size:     1 | lm loss: 7.439096E+00 | loss scale: 1.0 | grad norm: 1.205 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 22:20:52] iteration       95/     100 | consumed samples:           95 | elapsed time per iteration (ms): 516.9 | learning rate: 3.166208E-05 | global batch size:     1 | lm loss: 7.387246E+00 | loss scale: 1.0 | grad norm: 0.849 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 22:20:53] iteration       96/     100 | consumed samples:           96 | elapsed time per iteration (ms): 518.1 | learning rate: 3.106452E-05 | global batch size:     1 | lm loss: 7.580203E+00 | loss scale: 1.0 | grad norm: 1.925 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 22:20:54] iteration       97/     100 | consumed samples:           97 | elapsed time per iteration (ms): 518.3 | learning rate: 3.059913E-05 | global batch size:     1 | lm loss: 7.601136E+00 | loss scale: 1.0 | grad norm: 1.333 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 22:20:54] iteration       98/     100 | consumed samples:           98 | elapsed time per iteration (ms): 514.3 | learning rate: 3.026639E-05 | global batch size:     1 | lm loss: 7.640203E+00 | loss scale: 1.0 | grad norm: 1.041 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 22:20:55] iteration       99/     100 | consumed samples:           99 | elapsed time per iteration (ms): 516.1 | learning rate: 3.006661E-05 | global batch size:     1 | lm loss: 7.184189E+00 | loss scale: 1.0 | grad norm: 0.815 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-03-31 22:20:55] iteration      100/     100 | consumed samples:          100 | elapsed time per iteration (ms): 518.5 | learning rate: 3.000000E-05 | global batch size:     1 | lm loss: 7.355942E+00 | loss scale: 1.0 | grad norm: 1.919 | number of skipped iterations:   0 | number of nan iterations:   0 |
 validation loss at iteration 100 on validation set | lm loss value: 7.522296E+00 | lm loss PPL: 1.848808E+03 | 
 validation loss at iteration 100 on test set | lm loss value: 7.454891E+00 | lm loss PPL: 1.728295E+03 | 
